id,url,header,endereço,area,comodos,banheiros,garagens,extras,preço,condomínio,Bairro,Retirado em
2513809617,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-107m2-venda-RS1690000-id-2513809617/,"Apartamento com 3 Quartos à Venda, 107m²","Rua Engenheiro Mário Machado, 0 - Gávea, Rio de Janeiro - RJ",107,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Área de serviço",R$ 1.690.000,R$ 1.250,Gávea,2021-04-14 10:54
2516295709,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-60m2-venda-RS670000-id-2516295709/,"Apartamento com 3 Quartos à Venda, 60m²","Avenida Padre Leonel Franca - Gávea, Rio de Janeiro - RJ",60,3 Quartos,1 Banheiro,-- Vaga,"Playground
Espaço verde / Parque
Quadra poliesportiva",R$ 670.000,R$ 308,Gávea,2021-04-14 10:54
2477840696,https://www.vivareal.com.br/imovel/apartamento-1-quartos-gavea-zona-sul-rio-de-janeiro-37m2-venda-RS600000-id-2477840696/,"Apartamento com Quarto à Venda, 37m²","Gávea, Rio de Janeiro - RJ",37,1 Quarto,1 Banheiro,-- Vaga,"Elevador
Interfone
Vigia",R$ 600.000,R$ 1.102,Gávea,2021-04-14 10:54
2514872607,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-120m2-venda-RS1995000-id-2514872607/,"Apartamento com 3 Quartos à Venda, 120m²","Rua Professor Manuel Ferreira - Gávea, Rio de Janeiro - RJ",120,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Varanda
Churrasqueira
Elevador
Academia",R$ 1.995.000,R$ 1.513,Gávea,2021-04-14 10:54
https://www.vivareal.com.br/imoveis-lancamento/vivaz-andarai-2516214907,https://www.vivareal.com.br/imoveis-lancamento/vivaz-andarai-2516214907/,Vivaz Andaraí,"Rua Leopoldo, 351 - Andaraí, Rio de Janeiro - RJ",31-44,1-2 Quartos,1 Banheiro,-- Vaga,,Sob Consulta,,Gávea,2021-04-14 10:54
2512384573,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-186m2-venda-RS3190000-id-2512384573/,"Apartamento com 4 Quartos à Venda, 186m²","Rua Artur Araripe - Gávea, Rio de Janeiro - RJ",186,4 Quartos,2 Banheiros,3 Vagas,"Elevador
Playground
Salão de festas",R$ 3.190.000,R$ 2.400,Gávea,2021-04-14 10:54
2516296643,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-231m2-venda-RS1990000-id-2516296643/,"Apartamento com 4 Quartos à Venda, 231m²","Estrada da Gávea - Gávea, Rio de Janeiro - RJ",231,4 Quartos,3 Banheiros,3 Vagas,"Piscina
Academia
Playground
Espaço verde / Parque
Salão de festas",R$ 1.990.000,R$ 3.900,Gávea,2021-04-14 10:54
2508846377,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-64m2-venda-RS750000-id-2508846377/,"Apartamento com 2 Quartos à Venda, 64m²","Rua Marquês de São Vicente, 154 - Gávea, Rio de Janeiro - RJ",64,2 Quartos,2 Banheiros,-- Vaga,,R$ 750.000,R$ 500,Gávea,2021-04-14 10:54
2516661912,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-150m2-venda-RS2500000-id-2516661912/,"Apartamento com 3 Quartos à Venda, 150m²","Rua Raimundo de Magalhães - Gávea, Rio de Janeiro - RJ",150,3 Quartos,1 Banheiro,1 Vaga,,R$ 2.500.000,R$ 1.800,Gávea,2021-04-14 10:54
2502979581,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-90m2-venda-RS1760000-id-2502979581/,"Apartamento com 2 Quartos à Venda, 90m²","Rua Marquês de São Vicente, 150 - Gávea, Rio de Janeiro - RJ",90,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Elevador
Condomínio fechado
Espaço gourmet
Aceita animais",R$ 1.760.000,R$ 1.500,Gávea,2021-04-14 10:54
2515995177,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-50m2-venda-RS480000-id-2515995177/,"Apartamento com 2 Quartos à Venda, 50m²","Gávea, Rio de Janeiro - RJ",50,2 Quartos,1 Banheiro,1 Vaga,,R$ 480.000,R$ 304,Gávea,2021-04-14 10:54
https://www.vivareal.com.br/imoveis-lancamento/vivaz-andarai-2504762431,https://www.vivareal.com.br/imoveis-lancamento/vivaz-andarai-2504762431/,Vivaz Andaraí,"Rua Leopoldo, 351 - Andaraí, Rio de Janeiro - RJ",31-44,1-2 Quartos,1 Banheiro,-- Vagas,,Sob Consulta,,Gávea,2021-04-14 10:54
2502277294,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-135m2-venda-RS1700000-id-2502277294/,"Apartamento com 3 Quartos à Venda, 135m²","Travessa Madre Jacinta - Gávea, Rio de Janeiro - RJ",135,3 Quartos,2 Banheiros,1 Vaga,"Varanda
Elevador
Condomínio fechado
Playground
Área de serviço",R$ 1.700.000,R$ 2.230,Gávea,2021-04-14 10:54
2501736280,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-99m2-venda-RS1660943-id-2501736280/,"Apartamento com 3 Quartos à Venda, 99m²","Rua Marquês de São Vicente, 295 - Gávea, Rio de Janeiro - RJ",99,3 Quartos,3 Banheiros,1 Vaga,"Varanda
Elevador
Varanda gourmet
Condomínio fechado
Área de serviço",R$ 1.660.943,,Gávea,2021-04-14 10:54
2510561931,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-103m2-venda-RS1900000-id-2510561931/,"Apartamento com 3 Quartos à Venda, 103m²","Rua Embaixador Carlos Taylor - Gávea, Rio de Janeiro - RJ",103,3 Quartos,2 Banheiros,1 Vaga,"Elevador
Condomínio fechado",R$ 1.900.000,R$ 1.574,Gávea,2021-04-14 10:54
2505337146,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-210m2-venda-RS2990000-id-2505337146/,"Apartamento com 4 Quartos à Venda, 210m²","Gávea, Rio de Janeiro - RJ",210,4 Quartos,4 Banheiros,2 Vagas,Área de serviço,R$ 2.990.000,R$ 2.395,Gávea,2021-04-14 10:54
2512595423,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-107m2-venda-RS1200000-id-2512595423/,"Apartamento com 2 Quartos à Venda, 107m²","Travessa Madre Jacinta - Gávea, Rio de Janeiro - RJ",107,2 Quartos,1 Banheiro,1 Vaga,"Área de serviço
Interfone
Vista exterior",R$ 1.200.000,R$ 980,Gávea,2021-04-14 10:54
2513892460,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-110m2-venda-RS2300000-id-2513892460/,"Apartamento com 3 Quartos à Venda, 110m²","Rua Professor Manuel Ferreira - Gávea, Rio de Janeiro - RJ",110,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Playground
Área de serviço",R$ 2.300.000,R$ 1.456,Gávea,2021-04-14 10:54
https://www.vivareal.com.br/imoveis-lancamento/aquarela-carioca-clube-2485816858,https://www.vivareal.com.br/imoveis-lancamento/aquarela-carioca-clube-2485816858/,Aquarela Carioca Clube,"Rua do Bispo, 191 - Rio Comprido, Rio de Janeiro - RJ",66-80,2-3 Quartos,2 Banheiros,1-2 Vagas,,Sob Consulta,,Gávea,2021-04-14 10:54
2513946251,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-94m2-venda-RS1800000-id-2513946251/,"Apartamento com 2 Quartos à Venda, 94m²","Rua Professor Manuel Ferreira - Gávea, Rio de Janeiro - RJ",94,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Academia
Playground
Área de serviço
Jardim",R$ 1.800.000,R$ 1.400,Gávea,2021-04-14 10:54
2502596035,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-105m2-venda-RS1800000-id-2502596035/,"Apartamento com 3 Quartos à Venda, 105m²","Gávea, Rio de Janeiro - RJ",105,3 Quartos,2 Banheiros,2 Vagas,"Elevador
Área de serviço
Ar-condicionado
Cozinha
Interfone",R$ 1.800.000,R$ 890,Gávea,2021-04-14 10:54
2455532324,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-145m2-venda-RS2000000-id-2455532324/,"Apartamento com 3 Quartos à Venda, 145m²","Gávea, Rio de Janeiro - RJ",145,3 Quartos,3 Banheiros,1 Vaga,Elevador,R$ 2.000.000,R$ 1.200,Gávea,2021-04-14 10:54
2513391861,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-90m2-venda-RS900000-id-2513391861/,"Apartamento com 3 Quartos à Venda, 90m²","Rua Artur Araripe - Gávea, Rio de Janeiro - RJ",90,3 Quartos,3 Banheiros,-- Vaga,"Elevador
Área de serviço
Armário na cozinha
Interfone",R$ 900.000,R$ 966,Gávea,2021-04-14 10:54
2512201646,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-118m2-venda-RS1995000-id-2512201646/,"Apartamento com 3 Quartos à Venda, 118m²","Rua Professor Manuel Ferreira, 0 - Gávea, Rio de Janeiro - RJ",118,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Elevador
Academia
Playground
Área de serviço",R$ 1.995.000,R$ 1.513,Gávea,2021-04-14 10:54
2485264335,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-113m2-venda-RS2300000-id-2485264335/,"Apartamento com 3 Quartos à Venda, 113m²","Rua Professor Manuel Ferreira - Gávea, Rio de Janeiro - RJ",113,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Elevador
Academia
Garagem
Playground",R$ 2.300.000,R$ 1.200,Gávea,2021-04-14 10:54
2459313912,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-117m2-venda-RS1550000-id-2459313912/,"Apartamento com 4 Quartos à Venda, 117m²","Rua Vice-Governador Rúbens Berardo - Gávea, Rio de Janeiro - RJ",117,4 Quartos,1 Banheiro,2 Vagas,"Piscina
Varanda
Academia
Playground
Salão de festas",R$ 1.550.000,R$ 1.819,Gávea,2021-04-14 10:54
https://www.vivareal.com.br/imoveis-lancamento/special-one-residence-2494003221,https://www.vivareal.com.br/imoveis-lancamento/special-one-residence-2494003221/,SPECIAL ONE RESIDENCE,"Rua Antônio Salema, 63 - Vila Isabel, Rio de Janeiro - RJ",68-246,2-3 Quartos,2 Banheiros,1-2 Vagas,,"A partir de
R$ 494.500",,Gávea,2021-04-14 10:54
2514737968,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-123m2-venda-RS2100000-id-2514737968/,"Apartamento com 3 Quartos à Venda, 123m²","Gávea, Rio de Janeiro - RJ",123,3 Quartos,3 Banheiros,2 Vagas,Interfone,R$ 2.100.000,R$ 2.000,Gávea,2021-04-14 10:54
2511191805,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-130m2-venda-RS1330000-id-2511191805/,"Apartamento com 2 Quartos à Venda, 130m²","Rua Marquês de São Vicente, 429 - Gávea, Rio de Janeiro - RJ",130,2 Quartos,2 Banheiros,-- Vaga,Espaço verde / Parque,R$ 1.330.000,R$ 1.161,Gávea,2021-04-14 10:54
2502198219,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-108m2-venda-RS1630000-id-2502198219/,"Apartamento com 3 Quartos à Venda, 108m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",108,3 Quartos,2 Banheiros,1 Vaga,"Elevador
Playground
Ar-condicionado
Salão de festas",R$ 1.630.000,R$ 1.215,Gávea,2021-04-14 10:54
2444869149,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-162m2-venda-RS1450000-id-2444869149/,"Apartamento com 3 Quartos à Venda, 162m²","Avenida Padre Leonel Franca - Gávea, Rio de Janeiro - RJ",162,3 Quartos,3 Banheiros,2 Vagas,"Elevador
Playground
Ar-condicionado
Jardim",R$ 1.450.000,R$ 2.100,Gávea,2021-04-14 10:54
2511192571,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-85m2-venda-RS950000-id-2511192571/,"Apartamento com 2 Quartos à Venda, 85m²","Rua General Rabelo, 65 - Gávea, Rio de Janeiro - RJ",85,2 Quartos,1 Banheiro,1 Vaga,,R$ 950.000,R$ 1.700,Gávea,2021-04-14 10:54
2511193617,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-172m2-venda-RS1850000-id-2511193617/,"Apartamento com 4 Quartos à Venda, 172m²","Rua Marquês de São Vicente, 382 - Gávea, Rio de Janeiro - RJ",172,4 Quartos,2 Banheiros,2 Vagas,"Piscina
Playground
Espaço verde / Parque
Salão de festas",R$ 1.850.000,R$ 2.200,Gávea,2021-04-14 10:54
https://www.vivareal.com.br/imoveis-lancamento/inside-tijuca-residence-2504054113,https://www.vivareal.com.br/imoveis-lancamento/inside-tijuca-residence-2504054113/,INSIDE TIJUCA RESIDENCE,"Rua Baltazar Lisboa, 60 - Vila Isabel, Rio de Janeiro - RJ",45-144,1-2 Quartos,2 Banheiros,1 Vaga,,Sob Consulta,,Gávea,2021-04-14 10:54
2516296411,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-40m2-venda-RS430200-id-2516296411/,"Apartamento com 2 Quartos à Venda, 40m²","Avenida Padre Leonel Franca - Gávea, Rio de Janeiro - RJ",40,2 Quartos,1 Banheiro,-- Vaga,"Playground
Espaço verde / Parque",R$ 430.200,R$ 328,Gávea,2021-04-14 10:54
2515417194,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-165m2-venda-RS2800000-id-2515417194/,"Apartamento com 4 Quartos à Venda, 165m²","Rua Vice-Governador Rúbens Berardo - Gávea, Rio de Janeiro - RJ",165,4 Quartos,4 Banheiros,2 Vagas,"Churrasqueira
Academia
Segurança 24h
Espaço gourmet
Área de serviço",R$ 2.800.000,R$ 2.100,Gávea,2021-04-14 10:54
2497691301,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-88m2-venda-RS1715000-id-2497691301/,"Apartamento com 2 Quartos à Venda, 88m²","Rua Marquês de São Vicente, 144 - Gávea, Rio de Janeiro - RJ",88,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Academia
Condomínio fechado",R$ 1.715.000,R$ 1.200,Gávea,2021-04-14 10:54
2466042562,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-229m2-venda-RS1800000-id-2466042562/,"Apartamento com 3 Quartos à Venda, 229m²","Gávea, Rio de Janeiro - RJ",229,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Varanda
Playground
Ar-condicionado
Salão de festas",R$ 1.800.000,R$ 3.600,Gávea,2021-04-14 10:54
2514253923,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-88m2-venda-RS1770000-id-2514253923/,"Apartamento com 2 Quartos à Venda, 88m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",88,2 Quartos,2 Banheiros,2 Vagas,,R$ 1.770.000,,Gávea,2021-04-14 10:54
2500161376,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-88m2-venda-RS1681000-id-2500161376/,"Apartamento com 2 Quartos à Venda, 88m²","Rua Marquês de São Vicente, 144 - Gávea, Rio de Janeiro - RJ",88,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Varanda
Churrasqueira
Elevador
Academia",R$ 1.681.000,R$ 10,Gávea,2021-04-14 10:54
https://www.vivareal.com.br/imoveis-lancamento/maxime-tijuca-2494002870,https://www.vivareal.com.br/imoveis-lancamento/maxime-tijuca-2494002870/,MAXIME TIJUCA,"Rua Araújo Lima, 82 - Vila Isabel, Rio de Janeiro - RJ",73-189,2 Quartos,3 Banheiros,1 Vaga,,"A partir de
R$ 430.000",,Gávea,2021-04-14 10:54
2515994101,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-200m2-venda-RS3130000-id-2515994101/,"Apartamento com 3 Quartos à Venda, 200m²","Gávea, Rio de Janeiro - RJ",200,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Academia
Condomínio fechado",R$ 3.130.000,,Gávea,2021-04-14 10:54
2514938595,https://www.vivareal.com.br/imovel/apartamento-1-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-48m2-venda-RS1000000-id-2514938595/,"Apartamento com Quarto à Venda, 48m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",48,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Churrasqueira
Área de serviço
Jardim
Salão de festas",R$ 1.000.000,R$ 613,Gávea,2021-04-14 10:54
2510090305,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-130m2-venda-RS1290000-id-2510090305/,"Apartamento com 3 Quartos à Venda, 130m²","Gávea, Rio de Janeiro - RJ",130,3 Quartos,2 Banheiros,-- Vaga,"Área de serviço
Interfone
Copa",R$ 1.290.000,R$ 1.162,Gávea,2021-04-14 10:54
83366526,https://www.vivareal.com.br/imovel/apartamento-5-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-580m2-venda-RS5500000-id-83366526/,"Apartamento com 5 Quartos à Venda, 580m²","Estrada da Gávea, 0 - Gávea, Rio de Janeiro - RJ",580,5 Quartos,6 Banheiros,3 Vagas,"Varanda
Elevador
Quintal
Condomínio fechado
Segurança 24h",R$ 5.500.000,R$ 5.000,Gávea,2021-04-14 10:54
2508162973,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-101m2-venda-RS1000000-id-2508162973/,"Apartamento com 3 Quartos à Venda, 101m²","Gávea, Rio de Janeiro - RJ",101,3 Quartos,1 Banheiro,-- Vaga,,R$ 1.000.000,R$ 780,Gávea,2021-04-14 10:54
2509419868,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-130m2-venda-RS1300000-id-2509419868/,"Apartamento com 3 Quartos à Venda, 130m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",130,3 Quartos,3 Banheiros,-- Vaga,"Jardim
Interfone",R$ 1.300.000,R$ 1.200,Gávea,2021-04-14 10:54
https://www.vivareal.com.br/imoveis-lancamento/tijuca-2495598347,https://www.vivareal.com.br/imoveis-lancamento/tijuca-2495598347/,Tijuca,"Rua Engenheiro Enaldo Cravo Peixoto, 121 - Tijuca, Rio de Janeiro - RJ",22-111,1 Quarto,1-2 Banheiros,1-2 Vagas,,Sob Consulta,,Gávea,2021-04-14 10:54
2510610880,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-79m2-venda-RS899000-id-2510610880/,"Apartamento com 3 Quartos à Venda, 79m²","Avenida Padre Leonel Franca - Gávea, Rio de Janeiro - RJ",79,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Área de serviço
Ar-condicionado
Armário embutido
Armário na cozinha",R$ 899.000,R$ 1.500,Gávea,2021-04-14 10:54
2512892814,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-50m2-venda-RS480000-id-2512892814/,"Apartamento com 2 Quartos à Venda, 50m²","Avenida Padre Leonel Franca - Gávea, Rio de Janeiro - RJ",50,2 Quartos,1 Banheiro,1 Vaga,"Playground
Salão de festas",R$ 480.000,R$ 304,Gávea,2021-04-14 10:54
2504680990,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-172m2-venda-RS2100000-id-2504680990/,"Apartamento com 3 Quartos à Venda, 172m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",172,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Elevador
Área de serviço
Ar-condicionado
Salão de festas",R$ 2.100.000,R$ 2.200,Gávea,2021-04-14 10:54
2512593585,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-129m2-venda-RS2450000-id-2512593585/,"Apartamento com 4 Quartos à Venda, 129m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",129,4 Quartos,4 Banheiros,2 Vagas,"Varanda
Elevador
Playground
Área de serviço
Ar-condicionado",R$ 2.450.000,R$ 1.653,Gávea,2021-04-14 10:54
2516662253,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-126m2-venda-RS1995000-id-2516662253/,"Apartamento com 3 Quartos à Venda, 126m²","Rua Professor Manuel Ferreira - Gávea, Rio de Janeiro - RJ",126,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Playground
Quadra poliesportiva",R$ 1.995.000,R$ 1.500,Gávea,2021-04-14 10:55
2509261085,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-176m2-venda-RS1500000-id-2509261085/,"Apartamento com 4 Quartos à Venda, 176m²","Estrada da Gávea - Gávea, Rio de Janeiro - RJ",176,4 Quartos,4 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Playground
Ar-condicionado",R$ 1.500.000,R$ 2.400,Gávea,2021-04-14 10:55
https://www.vivareal.com.br/imoveis-lancamento/signature-tijuca-residence-2494002956,https://www.vivareal.com.br/imoveis-lancamento/signature-tijuca-residence-2494002956/,SIGNATURE TIJUCA RESIDENCE,"Rua Pontes Correia, 142 - Andaraí, Rio de Janeiro - RJ",61-140,2 Quartos,2 Banheiros,1 Vaga,,"A partir de
R$ 430.000",,Gávea,2021-04-14 10:55
2513391860,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-101m2-venda-RS1500000-id-2513391860/,"Apartamento com 3 Quartos à Venda, 101m²","Rua Osório Duque Estrada - Gávea, Rio de Janeiro - RJ",101,3 Quartos,3 Banheiros,1 Vaga,"Varanda
Mobiliado
Elevador
Área de serviço
Interfone",R$ 1.500.000,R$ 1.380,Gávea,2021-04-14 10:55
2491695352,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-120m2-venda-RS1550000-id-2491695352/,"Apartamento com 2 Quartos à Venda, 120m²","Rua Major Rúbens Vaz, 0 - Gávea, Rio de Janeiro - RJ",120,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Playground",R$ 1.550.000,R$ 2.150,Gávea,2021-04-14 10:55
2512706806,https://www.vivareal.com.br/imovel/apartamento-1-quartos-gavea-zona-sul-rio-de-janeiro-35m2-venda-RS550000-id-2512706806/,"Apartamento com Quarto à Venda, 35m²","Avenida Rodrigo Otavio - Gávea, Rio de Janeiro - RJ",35,1 Quarto,1 Banheiro,-- Vaga,"Elevador
Área de serviço
Interfone",R$ 550.000,R$ 640,Gávea,2021-04-14 10:55
2513392193,https://www.vivareal.com.br/imovel/apartamento-1-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-61m2-venda-RS1100000-id-2513392193/,"Apartamento com Quarto à Venda, 61m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",61,1 Quarto,2 Banheiros,1 Vaga,"Varanda
Elevador
Playground
Salão de festas
Armário embutido",R$ 1.100.000,R$ 900,Gávea,2021-04-14 10:55
2512709591,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-79m2-venda-RS950000-id-2512709591/,"Apartamento com 3 Quartos à Venda, 79m²","Avenida Padre Leonel Franca - Gávea, Rio de Janeiro - RJ",79,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Playground
Área de serviço
Interfone",R$ 950.000,R$ 1.470,Gávea,2021-04-14 10:55
2513022792,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-178m2-venda-RS1600000-id-2513022792/,"Apartamento com 4 Quartos à Venda, 178m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",178,4 Quartos,4 Banheiros,1 Vaga,"Elevador
Garagem
Playground
Área de serviço
Ar-condicionado",R$ 1.600.000,R$ 1.690,Gávea,2021-04-14 10:55
2509775408,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-117m2-venda-RS1995000-id-2509775408/,"Apartamento com 3 Quartos à Venda, 117m²","Rua Vice-Governador Rúbens Berardo - Gávea, Rio de Janeiro - RJ",117,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Varanda
Elevador
Academia
Playground",R$ 1.995.000,R$ 1.732,Gávea,2021-04-14 10:55
https://www.vivareal.com.br/imoveis-lancamento/aura-tijuca-2513152388,https://www.vivareal.com.br/imoveis-lancamento/aura-tijuca-2513152388/,Aura Tijuca,"Rua Visconde de Itamarati, 80 - Maracanã, Rio de Janeiro - RJ",76-110,2-3 Quartos,2-3 Banheiros,1-2 Vagas,,Sob Consulta,,Gávea,2021-04-14 10:55
2504242197,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-146m2-venda-RS1790000-id-2504242197/,"Apartamento com 2 Quartos à Venda, 146m²","Rua Artur Araripe, 1 - Gávea, Rio de Janeiro - RJ",146,2 Quartos,2 Banheiros,1 Vaga,Salão de festas,R$ 1.790.000,R$ 1.200,Gávea,2021-04-14 10:55
2512588895,https://www.vivareal.com.br/imovel/apartamento-4-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-143m2-venda-RS4000000-id-2512588895/,"Apartamento com 4 Quartos à Venda, 143m²","Rua dos Oitis, 19 - Gávea, Rio de Janeiro - RJ",143,4 Quartos,1 Banheiro,2 Vagas,"Área de serviço
Ar-condicionado
Armário na cozinha
Mais de um andar
Copa",R$ 4.000.000,R$ 2.279,Gávea,2021-04-14 10:55
2512706954,https://www.vivareal.com.br/imovel/apartamento-2-quartos-gavea-zona-sul-rio-de-janeiro-com-garagem-64m2-venda-RS1300000-id-2512706954/,"Apartamento com 2 Quartos à Venda, 64m²","Rua Marquês de São Vicente - Gávea, Rio de Janeiro - RJ",64,2 Quartos,2 Banheiros,1 Vaga,"Varanda
Mobiliado
Elevador
Garagem
Salão de festas",R$ 1.300.000,R$ 950,Gávea,2021-04-14 10:55
