id,url,header,endereço,area,comodos,banheiros,garagens,extras,preço,condomínio,Bairro,Retirado em
2494003097,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-65m2-venda-RS900000-id-2494003097/,"Apartamento com 2 Quartos à Venda, 65m²","Rua Gomes Carneiro, 54 - Ipanema, Rio de Janeiro - RJ",65,2 Quartos,2 Banheiros,-- Vaga,"Elevador
Condomínio fechado
Ar-condicionado
Bicicletário
Portaria 24h",R$ 900.000,R$ 1.200,Ipanema,2021-04-14 10:36
https://www.vivareal.com.br/imoveis-lancamento/two-suites-ipanema-2504460517,https://www.vivareal.com.br/imoveis-lancamento/two-suites-ipanema-2504460517/,Two Suites Ipanema,"Rua Prudente de Morais, 326 - Ipanema, Rio de Janeiro - RJ",89-177,1-2 Quartos,1-2 Banheiros,1-2 Vagas,,Sob Consulta,,Ipanema,2021-04-14 10:36
2513330208,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-60m2-venda-RS750000-id-2513330208/,"Apartamento com 2 Quartos à Venda, 60m²","Rua Barão da Torre, 32 - Ipanema, Rio de Janeiro - RJ",60,2 Quartos,1 Banheiro,-- Vaga,"Elevador
Ar-condicionado
Aceita animais
Bicicletário
Portaria 24h",R$ 750.000,R$ 998,Ipanema,2021-04-14 10:36
2492537104,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-109m2-venda-RS1988000-id-2492537104/,"Apartamento com 3 Quartos à Venda, 109m²","Rua Almirante Saddock de Sá - Ipanema, Rio de Janeiro - RJ",109,3 Quartos,2 Banheiros,1 Vaga,"Área de serviço
Aceita animais
Escritório
Bicicletário
Armário embutido",R$ 1.988.000,R$ 1.119,Ipanema,2021-04-14 10:36
2512731844,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-120m2-venda-RS2300000-id-2512731844/,"Apartamento com 3 Quartos à Venda, 120m²","Rua Visconde de Pirajá, 128 - Ipanema, Rio de Janeiro - RJ",120,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Ar-condicionado
Aceita animais
Portão eletrônico",R$ 2.300.000,R$ 1.300,Ipanema,2021-04-14 10:36
2498581711,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-350m2-venda-RS5180000-id-2498581711/,"Apartamento com 4 Quartos à Venda, 350m²","Rua Prudente de Morais, 1240 - Ipanema, Rio de Janeiro - RJ",350,4 Quartos,6 Banheiros,11 Vagas,"Mobiliado
Elevador
Condomínio fechado
Playground
Espaço gourmet",R$ 5.180.000,R$ 4.800,Ipanema,2021-04-14 10:36
2500235384,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-203m2-venda-RS4200000-id-2500235384/,"Apartamento com 3 Quartos à Venda, 203m²","Rua Nascimento Silva, 303 - Ipanema, Rio de Janeiro - RJ",203,3 Quartos,2 Banheiros,2 Vagas,"Elevador
Aceita animais",R$ 4.200.000,R$ 2.700,Ipanema,2021-04-14 10:36
2511990148,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-75m2-venda-RS950000-id-2511990148/,"Apartamento com 2 Quartos à Venda, 75m²","Rua Barão da Torre, 82 - Ipanema, Rio de Janeiro - RJ",75,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Área de serviço
Ar-condicionado
Aceita animais
Bicicletário",R$ 950.000,R$ 1.000,Ipanema,2021-04-14 10:36
https://www.vivareal.com.br/imoveis-lancamento/bossa-107-2495600097,https://www.vivareal.com.br/imoveis-lancamento/bossa-107-2495600097/,Bossa 107,"Rua Barão da Torre, 107 - Ipanema, Rio de Janeiro - RJ",28-66,1 Quarto,1 Banheiro,1 Vaga,,R$ 1.141.400,,Ipanema,2021-04-14 10:36
2512919281,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-85m2-venda-RS1600000-id-2512919281/,"Apartamento com 3 Quartos à Venda, 85m²","Rua Alberto de Campos, 101 - Ipanema, Rio de Janeiro - RJ",85,3 Quartos,3 Banheiros,1 Vaga,"Mobiliado
Elevador
Ar-condicionado
Aceita animais
Jardim",R$ 1.600.000,R$ 1.260,Ipanema,2021-04-14 10:36
2502437318,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-63m2-venda-RS699000-id-2502437318/,"Apartamento com Quarto à Venda, 63m²","Rua Nascimento Silva - Ipanema, Rio de Janeiro - RJ",63,1 Quarto,1 Banheiro,-- Vaga,"Churrasqueira
Elevador
Academia
Condomínio fechado
Área de serviço",R$ 699.000,R$ 630,Ipanema,2021-04-14 10:36
2501769879,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-75m2-venda-RS839000-id-2501769879/,"Apartamento com 2 Quartos à Venda, 75m²","Rua Alberto de Campos - Ipanema, Rio de Janeiro - RJ",75,2 Quartos,2 Banheiros,-- Vaga,"Elevador
Aceita animais
Portaria 24h",R$ 839.000,,Ipanema,2021-04-14 10:36
2466496582,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-49m2-venda-RS629000-id-2466496582/,"Apartamento com Quarto à Venda, 49m²","Rua Jangadeiros, 15 - Ipanema, Rio de Janeiro - RJ",49,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Elevador
Ar-condicionado
Portão eletrônico",R$ 629.000,R$ 550,Ipanema,2021-04-14 10:36
2502659291,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-94m2-venda-RS1450000-id-2502659291/,"Apartamento com Quarto à Venda, 94m²","Rua Nascimento Silva - Ipanema, Rio de Janeiro - RJ",94,1 Quarto,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Playground
Ar-condicionado
Aceita animais",R$ 1.450.000,R$ 1.400,Ipanema,2021-04-14 10:36
2510802417,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-220m2-venda-RS5000000-id-2510802417/,"Apartamento com 4 Quartos à Venda, 220m²","Rua Prudente de Morais, 1485 - Ipanema, Rio de Janeiro - RJ",220,4 Quartos,4 Banheiros,2 Vagas,"Mobiliado
Playground
Ar-condicionado
Aceita animais
Cozinha americana",R$ 5.000.000,R$ 2.460,Ipanema,2021-04-14 10:36
https://www.vivareal.com.br/imoveis-lancamento/arpoador-2511251402,https://www.vivareal.com.br/imoveis-lancamento/arpoador-2511251402/,Arpoador,"Rua Francisco Otaviano, 59 - Arpoador, Rio de Janeiro - RJ",70-95,2 Quartos,2 Banheiros,1 Vaga,,Sob Consulta,,Ipanema,2021-04-14 10:36
2512456437,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-40m2-venda-RS750000-id-2512456437/,"Apartamento com Quarto à Venda, 40m²","Rua Visconde de Pirajá, 04 - Ipanema, Rio de Janeiro - RJ",40,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Elevador
Ar-condicionado
Aceita animais
Bicicletário",R$ 750.000,R$ 580,Ipanema,2021-04-14 10:36
2508610836,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-70m2-venda-RS1490000-id-2508610836/,"Apartamento com Quarto à Venda, 70m²","Rua Visconde de Pirajá, 66 - Ipanema, Rio de Janeiro - RJ",70,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Elevador
Academia
Condomínio fechado",R$ 1.490.000,R$ 2.300,Ipanema,2021-04-14 10:36
2495943587,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-123m2-venda-RS1400000-id-2495943587/,"Apartamento com 3 Quartos à Venda, 123m²","Rua Visconde de Pirajá, 221 - Ipanema, Rio de Janeiro - RJ",123,3 Quartos,2 Banheiros,-- Vaga,"Elevador
Condomínio fechado
Ar-condicionado
Aceita animais
Portaria 24h",R$ 1.400.000,R$ 1.200,Ipanema,2021-04-14 10:36
2508269673,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-30m2-venda-RS850000-id-2508269673/,"Apartamento com Quarto à Venda, 30m²","Ipanema, Rio de Janeiro - RJ",30,1 Quarto,1 Banheiro,-- Vaga,"Elevador
Bicicletário
Portaria 24h
Cozinha americana
Portão eletrônico",R$ 850.000,R$ 480,Ipanema,2021-04-14 10:36
2494149584,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-127m2-venda-RS1870000-id-2494149584/,"Apartamento com 3 Quartos à Venda, 127m²","Rua Barão de Jaguaripe, 162 - Ipanema, Rio de Janeiro - RJ",127,3 Quartos,3 Banheiros,-- Vaga,"Varanda gourmet
Ar-condicionado
Aceita animais",R$ 1.870.000,R$ 930,Ipanema,2021-04-14 10:36
2510417826,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-105m2-venda-RS1980000-id-2510417826/,"Apartamento com 3 Quartos à Venda, 105m²","Rua Joaquim Nabuco, quadra praia ipanema - Ipanema, Rio de Janeiro - RJ",105,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Condomínio fechado
Playground
Ar-condicionado
Aceita animais",R$ 1.980.000,R$ 1.500,Ipanema,2021-04-14 10:36
2512469907,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-120m2-venda-RS1550000-id-2512469907/,"Apartamento com 3 Quartos à Venda, 120m²","Avenida Rainha Elizabeth da Bélgica, 637 - Ipanema, Rio de Janeiro - RJ",120,3 Quartos,2 Banheiros,1 Vaga,"Aceita animais
Bicicletário
Portaria 24h
Portão eletrônico",R$ 1.550.000,R$ 1.253,Ipanema,2021-04-14 10:36
2510578642,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-196m2-venda-RS2950000-id-2510578642/,"Apartamento com 4 Quartos à Venda, 196m²","Rua Canning - Ipanema, Rio de Janeiro - RJ",196,4 Quartos,3 Banheiros,1 Vaga,"Aceita animais
Portaria 24h
Closet",R$ 2.950.000,R$ 2.700,Ipanema,2021-04-14 10:36
2505671018,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-140m2-venda-RS2400000-id-2505671018/,"Apartamento com 4 Quartos à Venda, 140m²","Rua Vinícius de Moraes - Ipanema, Rio de Janeiro - RJ",140,4 Quartos,4 Banheiros,1 Vaga,"Playground
Salão de festas
Portaria 24h
Portão eletrônico",R$ 2.400.000,R$ 1.890,Ipanema,2021-04-14 10:36
2499500828,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-200m2-venda-RS6000000-id-2499500828/,"Apartamento com 4 Quartos à Venda, 200m²","Rua Redentor - Ipanema, Rio de Janeiro - RJ",200,4 Quartos,4 Banheiros,1 Vaga,"Elevador
Ar-condicionado
Closet",R$ 6.000.000,R$ 1.800,Ipanema,2021-04-14 10:36
2474096076,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-85m2-venda-RS2000000-id-2474096076/,"Apartamento com 2 Quartos à Venda, 85m²","Rua Prudente de Morais - Ipanema, Rio de Janeiro - RJ",85,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Academia
Condomínio fechado",R$ 2.000.000,R$ 3.200,Ipanema,2021-04-14 10:36
2514156900,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-110m2-venda-RS1610000-id-2514156900/,"Apartamento com 3 Quartos à Venda, 110m²","Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ",110,3 Quartos,3 Banheiros,1 Vaga,"Mobiliado
Elevador
Ar-condicionado
Salão de festas
Bicicletário",R$ 1.610.000,R$ 1.000,Ipanema,2021-04-14 10:36
2513132973,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-73m2-venda-RS1255000-id-2513132973/,"Apartamento com 2 Quartos à Venda, 73m²","Avenida Rainha Elizabeth da Bélgica, 706 - Ipanema, Rio de Janeiro - RJ",73,2 Quartos,1 Banheiro,-- Vaga,"Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h
Portão eletrônico",R$ 1.255.000,R$ 1.100,Ipanema,2021-04-14 10:36
2427768796,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-71m2-venda-RS3000000-id-2427768796/,"Apartamento com 2 Quartos à Venda, 71m²","Avenida Epitácio Pessoa - Ipanema, Rio de Janeiro - RJ",71,2 Quartos,2 Banheiros,-- Vaga,Vista panorâmica,R$ 3.000.000,R$ 750,Ipanema,2021-04-14 10:36
2493168917,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-110m2-venda-RS2200000-id-2493168917/,"Apartamento com 3 Quartos à Venda, 110m²","Avenida Rainha Elizabeth da Bélgica, 453 - Ipanema, Rio de Janeiro - RJ",110,3 Quartos,3 Banheiros,1 Vaga,,R$ 2.200.000,R$ 1.600,Ipanema,2021-04-14 10:36
2508191475,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-44m2-venda-RS770000-id-2508191475/,Apartamento com Quarto à Venda/Aluguel 44m²,"Rua Francisco Otaviano, 155 - Ipanema, Rio de Janeiro - RJ",44,1 Quarto,1 Banheiro,-- Vaga,"Elevador
Academia
Condomínio fechado
Sauna","R$ 1.000 /mês
R$ 770.000",R$ 2.473,Ipanema,2021-04-14 10:36
2508189802,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-44m2-venda-RS770000-id-2508189802/,Apartamento com Quarto à Venda/Aluguel 44m²,"Rua Francisco Otaviano, 155 - Ipanema, Rio de Janeiro - RJ",44,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Elevador
Academia
Condomínio fechado
Lavanderia","R$ 1.000 /mês
R$ 770.000",R$ 2.473,Ipanema,2021-04-14 10:36
2508061789,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-200m2-venda-RS6800000-id-2508061789/,"Apartamento com 3 Quartos à Venda, 200m²","Avenida Vieira Souto - Ipanema, Rio de Janeiro - RJ",200,3 Quartos,4 Banheiros,2 Vagas,"Varanda
Elevador
Área de serviço
Ar-condicionado
Armário embutido",R$ 6.800.000,R$ 2.310,Ipanema,2021-04-14 10:36
2514872726,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-75m2-venda-RS890000-id-2514872726/,"Apartamento com 2 Quartos à Venda, 75m²","Rua Vinícius de Moraes, 208 - Ipanema, Rio de Janeiro - RJ",75,2 Quartos,1 Banheiro,-- Vaga,"Elevador
Área de serviço
Aceita animais
Interfone
Sistema de alarme",R$ 890.000,R$ 1.100,Ipanema,2021-04-14 10:36
2512826622,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-98m2-venda-RS1550000-id-2512826622/,"Apartamento com 3 Quartos à Venda, 98m²","Rua Nascimento Silva - Ipanema, Rio de Janeiro - RJ",98,3 Quartos,3 Banheiros,1 Vaga,"Varanda
Elevador
Playground
Área de serviço",R$ 1.550.000,R$ 1.800,Ipanema,2021-04-14 10:36
2514872726,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-75m2-venda-RS890000-id-2514872726/,"Apartamento com 2 Quartos à Venda, 75m²","Rua Vinícius de Moraes, 208 - Ipanema, Rio de Janeiro - RJ",75,2 Quartos,1 Banheiro,-- Vaga,"Elevador
Área de serviço
Aceita animais
Interfone
Sistema de alarme",R$ 890.000,R$ 1.100,Ipanema,2021-04-14 10:36
https://www.vivareal.com.br/imoveis-lancamento/la-fontaine-2476877553,https://www.vivareal.com.br/imoveis-lancamento/la-fontaine-2476877553/,La Fontaine,"Rua Carvalho Azevedo, 60 - Lagoa, Rio de Janeiro - RJ",109-179,3-4 Quartos,2-3 Banheiros,2 Vagas,,R$ 1.700.000,,Ipanema,2021-04-14 10:36
2512826622,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-98m2-venda-RS1550000-id-2512826622/,"Apartamento com 3 Quartos à Venda, 98m²","Rua Nascimento Silva - Ipanema, Rio de Janeiro - RJ",98,3 Quartos,3 Banheiros,1 Vaga,"Varanda
Elevador
Playground
Área de serviço",R$ 1.550.000,R$ 1.800,Ipanema,2021-04-14 10:36
2514978588,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-60m2-venda-RS820000-id-2514978588/,"Apartamento com Quarto à Venda, 60m²","Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ",60,1 Quarto,2 Banheiros,-- Vaga,"Varanda
Elevador
Condomínio fechado
Área de serviço
Ar-condicionado",R$ 820.000,R$ 715,Ipanema,2021-04-14 10:36
2514334807,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-260m2-venda-RS6500000-id-2514334807/,"Apartamento com 4 Quartos à Venda, 260m²","Avenida Epitácio Pessoa, 2300 - Ipanema, Rio de Janeiro - RJ",260,4 Quartos,5 Banheiros,3 Vagas,"Piscina
Churrasqueira
Elevador
Academia
Condomínio fechado",R$ 6.500.000,R$ 3.870.500,Ipanema,2021-04-14 10:36
2513498340,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-154m2-venda-RS3400000-id-2513498340/,"Apartamento com 3 Quartos à Venda, 154m²","Rua Redentor - Ipanema, Rio de Janeiro - RJ",154,3 Quartos,2 Banheiros,1 Vaga,"Varanda
Mobiliado
Área de serviço
Ar-condicionado
Armário na cozinha",R$ 3.400.000,R$ 2.000,Ipanema,2021-04-14 10:36
2511914254,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-200m2-venda-RS2398000-id-2511914254/,"Apartamento com 3 Quartos à Venda, 200m²","Rua Prudente de Morais - Ipanema, Rio de Janeiro - RJ",200,3 Quartos,3 Banheiros,2 Vagas,"Área de serviço
Ar-condicionado
Escritório
Armário na cozinha
Interfone",R$ 2.398.000,R$ 3.296,Ipanema,2021-04-14 10:36
2502813654,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-294m2-venda-RS7200000-id-2502813654/,"Apartamento com 4 Quartos à Venda, 294m²","Rua Nascimento Silva, 0 - Ipanema, Rio de Janeiro - RJ",294,4 Quartos,5 Banheiros,4 Vagas,"Varanda
Mobiliado
Elevador
Condomínio fechado
Ar-condicionado",R$ 7.200.000,R$ 5.000,Ipanema,2021-04-14 10:36
https://www.vivareal.com.br/imoveis-lancamento/borges-3647-9157,https://www.vivareal.com.br/imoveis-lancamento/borges-3647-9157/,Borges 3647,"Avenida Borges de Medeiros, 3647 - Lagoa, Rio de Janeiro - RJ",200-316,3-4 Quartos,4 Banheiros,2-4 Vagas,,R$ 6.000.000,,Ipanema,2021-04-14 10:36
2513330887,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-136m2-venda-RS2300000-id-2513330887/,Apartamento com 3 Quartos à Venda/Aluguel 136m²,"Rua Almirante Saddock de Sá, 334 - Ipanema, Rio de Janeiro - RJ",136,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Condomínio fechado
Área de serviço
Ar-condicionado
Aceita animais","R$ 5.800 /mês
R$ 2.300.000",R$ 1.900,Ipanema,2021-04-14 10:36
2513556911,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-250m2-venda-RS7500000-id-2513556911/,"Apartamento com 3 Quartos à Venda, 250m²","Rua Farme de Amoedo - Ipanema, Rio de Janeiro - RJ",250,3 Quartos,5 Banheiros,2 Vagas,"Varanda
Elevador
Condomínio fechado
Área de serviço
Ar-condicionado",R$ 7.500.000,R$ 3.800,Ipanema,2021-04-14 10:36
2509391281,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ipanema-zona-sul-rio-de-janeiro-28m2-venda-RS700000-id-2509391281/,Apartamento com Quarto à Venda/Aluguel 28m²,"Rua Visconde de Pirajá, 525 - Ipanema, Rio de Janeiro - RJ",28,1 Quarto,1 Banheiro,-- Vaga,"Mobiliado
Elevador
Quintal
Condomínio fechado
Ar-condicionado","R$ 2.500 /mês
R$ 700.000",R$ 510,Ipanema,2021-04-14 10:36
2514446277,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-60m2-venda-RS950000-id-2514446277/,"Apartamento com 2 Quartos à Venda, 60m²","Rua Nascimento Silva, 70 - Ipanema, Rio de Janeiro - RJ",60,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Aceita animais",R$ 950.000,R$ 1.200,Ipanema,2021-04-14 10:36
2502466277,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-160m2-venda-RS1698000-id-2502466277/,"Apartamento com 4 Quartos à Venda, 160m²","Rua Gomes Carneiro - Ipanema, Rio de Janeiro - RJ",160,4 Quartos,4 Banheiros,1 Vaga,"Varanda
Elevador
Área de serviço
Depósito
Interfone",R$ 1.698.000,R$ 1.150,Ipanema,2021-04-14 10:36
2501420777,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-80m2-venda-RS1350000-id-2501420777/,"Apartamento com 3 Quartos à Venda, 80m²","Rua Farme de Amoedo - Ipanema, Rio de Janeiro - RJ",80,3 Quartos,2 Banheiros,2 Vagas,"Varanda
Elevador
Ar-condicionado
Armário embutido
Interfone",R$ 1.350.000,R$ 1.400,Ipanema,2021-04-14 10:36
https://www.vivareal.com.br/imoveis-lancamento/oka-residence-lagoa-2511249437,https://www.vivareal.com.br/imoveis-lancamento/oka-residence-lagoa-2511249437/,OKA Residence Lagoa,"Avenida Borges de Medeiros, 2331 - Lagoa, Rio de Janeiro - RJ",164-439,3-5 Quartos,4-7 Banheiros,2-3 Vagas,,Sob Consulta,,Ipanema,2021-04-14 10:36
2511192049,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-68m2-venda-RS850000-id-2511192049/,"Apartamento com 2 Quartos à Venda, 68m²","Rua Barão da Torre, 82 - Ipanema, Rio de Janeiro - RJ",68,2 Quartos,2 Banheiros,1 Vaga,,R$ 850.000,R$ 900,Ipanema,2021-04-14 10:36
2512492375,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-68m2-venda-RS950000-id-2512492375/,"Apartamento com 2 Quartos à Venda, 68m²","Rua Barão da Torre - Ipanema, Rio de Janeiro - RJ",68,2 Quartos,3 Banheiros,1 Vaga,"Elevador
Área de serviço
Ar-condicionado
Armário na cozinha
Interfone",R$ 950.000,R$ 990,Ipanema,2021-04-14 10:36
2500861162,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-110m2-venda-RS1249000-id-2500861162/,"Apartamento com 2 Quartos à Venda, 110m²","Rua Barão da Torre - Ipanema, Rio de Janeiro - RJ",110,2 Quartos,3 Banheiros,1 Vaga,"Elevador
Playground
Área de serviço
Aceita animais
Salão de festas",R$ 1.249.000,R$ 1.435,Ipanema,2021-04-14 10:36
2514464709,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-160m2-venda-RS1690000-id-2514464709/,"Apartamento com 3 Quartos à Venda, 160m²","Rua Piragibe Frota Aguiar - Ipanema, Rio de Janeiro - RJ",160,3 Quartos,4 Banheiros,1 Vaga,"Varanda
Mobiliado
Área de serviço
Escritório
Armário na cozinha",R$ 1.690.000,R$ 1.300,Ipanema,2021-04-14 10:36
2511594278,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-100m2-venda-RS1300000-id-2511594278/,"Apartamento com 3 Quartos à Venda, 100m²","Rua Antônio Parreiras - Ipanema, Rio de Janeiro - RJ",100,3 Quartos,1 Banheiro,1 Vaga,,R$ 1.300.000,R$ 1.400,Ipanema,2021-04-14 10:36
2508306589,https://www.vivareal.com.br/imovel/apartamento-5-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-600m2-venda-RS60000000-id-2508306589/,"Apartamento com 5 Quartos à Venda, 600m²","Avenida Vieira Souto, 0 - Ipanema, Rio de Janeiro - RJ",600,5 Quartos,6 Banheiros,4 Vagas,"Piscina
Mobiliado
Elevador
Academia
Varanda gourmet",R$ 60.000.000,,Ipanema,2021-04-14 10:36
https://www.vivareal.com.br/imoveis-lancamento/villa-thereza-10-2508193687,https://www.vivareal.com.br/imoveis-lancamento/villa-thereza-10-2508193687/,Villa Thereza 10,"Rua Getúlio das Neves, 10 - Jardim Botânico, Rio de Janeiro - RJ",135-291,3-5 Quartos,4-6 Banheiros,1-2 Vagas,,R$ 2.706.300,,Ipanema,2021-04-14 10:36
2510326694,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-282m2-venda-RS12600000-id-2510326694/,"Apartamento com 4 Quartos à Venda, 282m²","Avenida Vieira Souto - Ipanema, Rio de Janeiro - RJ",282,4 Quartos,4 Banheiros,3 Vagas,"Varanda
Elevador
Playground
Área de serviço
Ar-condicionado",R$ 12.600.000,R$ 4.500,Ipanema,2021-04-14 10:36
2513713773,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-228m2-venda-RS5800000-id-2513713773/,"Apartamento com 4 Quartos à Venda, 228m²","Rua Barão de Jaguaripe - Ipanema, Rio de Janeiro - RJ",228,4 Quartos,4 Banheiros,3 Vagas,"Varanda
Área de serviço
Ar-condicionado
Armário na cozinha
Interfone",R$ 5.800.000,R$ 1.980,Ipanema,2021-04-14 10:36
2516120378,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-70m2-venda-RS890000-id-2516120378/,"Apartamento com 2 Quartos à Venda, 70m²","Rua Barão da Torre - Ipanema, Rio de Janeiro - RJ",70,2 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Elevador
Academia
Playground
Ar-condicionado",R$ 890.000,R$ 800,Ipanema,2021-04-14 10:36
2510538184,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ipanema-zona-sul-rio-de-janeiro-com-garagem-136m2-venda-RS1100000-id-2510538184/,"Apartamento com 3 Quartos à Venda, 136m²","Rua Barão da Torre - Ipanema, Rio de Janeiro - RJ",136,3 Quartos,1 Banheiro,1 Vaga,"Área de serviço
Interfone",R$ 1.100.000,R$ 1.700,Ipanema,2021-04-14 10:36
